service,action,description,access_level,resource_types,condition_keys,dependent_actions,service_action_combined
kafka-cluster,DescribeTransactionalId,"Grants permission to describe transactional IDs on a cluster, equivalent to Apache Kafka's DESCRIBE TRANSACTIONAL_ID ACL",List,transactional-id*,,kafka-cluster:Connect,kafka-cluster:DescribeTransactionalId
kafka-cluster,ReadData,"Grants permission to read data from topics on a cluster, equivalent to Apache Kafka's READ TOPIC ACL",Read,topic*,,kafka-cluster:AlterGroup                                                            kafka-cluster:Connect                                                            kafka-cluster:DescribeTopic,kafka-cluster:ReadData
kafka-cluster,WriteData,"Grants permission to write data to topics on a cluster, equivalent to Apache Kafka's WRITE TOPIC ACL",Write,topic*,,kafka-cluster:Connect                                                            kafka-cluster:DescribeTopic,kafka-cluster:WriteData
kafka-cluster,WriteDataIdempotently,"Grants permission to write data idempotently on a cluster, equivalent to Apache Kafka's IDEMPOTENT_WRITE CLUSTER ACL",Write,cluster*,,kafka-cluster:Connect                                                            kafka-cluster:WriteData,kafka-cluster:WriteDataIdempotently
execute-api,InvalidateCache,Used to invalidate API cache upon a client request,Write,execute-api-general*,,,execute-api:InvalidateCache
execute-api,Invoke,Used to invoke an API upon a client request,Write,execute-api-general*,,,execute-api:Invoke
execute-api,ManageConnections,ManageConnections controls access to the @connections API,Write,execute-api-general*,,,execute-api:ManageConnections
apigateway,DELETE,Grants permission to delete a particular resource,Write,AccessLogSettings,,,apigateway:DELETE
apigateway,GET,Grants permission to read a particular resource,Read,AccessLogSettings,,,apigateway:GET
apigateway,PATCH,Grants permission to update a particular resource,Write,Api,,,apigateway:PATCH
apigateway,POST,Grants permission to create a particular resource,Write,ApiMappings,,,apigateway:POST
apigateway,PUT,Grants permission to update a particular resource,Write,Apis,,,apigateway:PUT
appmesh,CreateGatewayRoute,Grants permission to create a gateway route that is associated with a virtual gateway,Write,gatewayRoute*,,,appmesh:CreateGatewayRoute
appmesh,CreateMesh,Grants permission to create a service mesh,Write,mesh*,,,appmesh:CreateMesh
appmesh,CreateRoute,Grants permission to create a route that is associated with a virtual router,Write,route*,,,appmesh:CreateRoute
appmesh,CreateVirtualGateway,Grants permission to create a virtual gateway within a service mesh,Write,virtualGateway*,,,appmesh:CreateVirtualGateway
appmesh,CreateVirtualNode,Grants permission to create a virtual node within a service mesh,Write,virtualNode*,,,appmesh:CreateVirtualNode
appmesh,CreateVirtualRouter,Grants permission to create a virtual router within a service mesh,Write,virtualRouter*,,,appmesh:CreateVirtualRouter
appmesh,CreateVirtualService,Grants permission to create a virtual service within a service mesh,Write,virtualService*,,,appmesh:CreateVirtualService
appmesh,DeleteGatewayRoute,Grants permission to delete an existing gateway route,Write,gatewayRoute*,,,appmesh:DeleteGatewayRoute
appmesh,DeleteMesh,Grants permission to delete an existing service mesh,Write,mesh*,,,appmesh:DeleteMesh
appmesh,DeleteRoute,Grants permission to delete an existing route,Write,route*,,,appmesh:DeleteRoute
appmesh,DeleteVirtualGateway,Grants permission to delete an existing virtual gateway,Write,virtualGateway*,,,appmesh:DeleteVirtualGateway
appmesh,DeleteVirtualNode,Grants permission to delete an existing virtual node,Write,virtualNode*,,,appmesh:DeleteVirtualNode
appmesh,DeleteVirtualRouter,Grants permission to delete an existing virtual router,Write,virtualRouter*,,,appmesh:DeleteVirtualRouter
appmesh,DeleteVirtualService,Grants permission to delete an existing virtual service,Write,virtualService*,,,appmesh:DeleteVirtualService
appmesh,DescribeGatewayRoute,Grants permission to describe an existing gateway route,Read,gatewayRoute*,,,appmesh:DescribeGatewayRoute
appmesh,DescribeMesh,Grants permission to describe an existing service mesh,Read,mesh*,,,appmesh:DescribeMesh
appmesh,DescribeRoute,Grants permission to describe an existing route,Read,route*,,,appmesh:DescribeRoute
appmesh,DescribeVirtualGateway,Grants permission to describe an existing virtual gateway,Read,virtualGateway*,,,appmesh:DescribeVirtualGateway
appmesh,DescribeVirtualNode,Grants permission to describe an existing virtual node,Read,virtualNode*,,,appmesh:DescribeVirtualNode
appmesh,DescribeVirtualRouter,Grants permission to describe an existing virtual router,Read,virtualRouter*,,,appmesh:DescribeVirtualRouter
appmesh,DescribeVirtualService,Grants permission to describe an existing virtual service,Read,virtualService*,,,appmesh:DescribeVirtualService
appmesh,ListGatewayRoutes,Grants permission to list existing gateway routes in a service mesh,List,virtualGateway*,,,appmesh:ListGatewayRoutes
appmesh,ListMeshes,Grants permission to list existing service meshes,List,,,,appmesh:ListMeshes
appmesh,ListRoutes,Grants permission to list existing routes in a service mesh,List,virtualRouter*,,,appmesh:ListRoutes
appmesh,ListTagsForResource,Grants permission to list the tags for an App Mesh resource,List,gatewayRoute,,,appmesh:ListTagsForResource
appmesh,ListVirtualGateways,Grants permission to list existing virtual gateways in a service mesh,List,mesh*,,,appmesh:ListVirtualGateways
appmesh,ListVirtualNodes,Grants permission to list existing virtual nodes,List,mesh*,,,appmesh:ListVirtualNodes
appmesh,ListVirtualRouters,Grants permission to list existing virtual routers in a service mesh,List,mesh*,,,appmesh:ListVirtualRouters
appmesh,ListVirtualServices,Grants permission to list existing virtual services in a service mesh,List,mesh*,,,appmesh:ListVirtualServices
appmesh,StreamAggregatedResources,Grants permission to receive streamed resources for an App Mesh endpoint (VirtualNode/VirtualGateway),Read,virtualGateway,,,appmesh:StreamAggregatedResources
appmesh,TagResource,Grants permission to tag a resource with a specified resourceArn,Tagging,gatewayRoute,,,appmesh:TagResource
appmesh,UntagResource,Grants permission to delete a tag from a resource,Tagging,gatewayRoute,,,appmesh:UntagResource
appmesh,UpdateGatewayRoute,Grants permission to update an existing gateway route for a specified service mesh and virtual gateway,Write,gatewayRoute*,,,appmesh:UpdateGatewayRoute
appmesh,UpdateMesh,Grants permission to update an existing service mesh,Write,mesh*,,,appmesh:UpdateMesh
appmesh,UpdateRoute,Grants permission to update an existing route for a specified service mesh and virtual router,Write,route*,,,appmesh:UpdateRoute
appmesh,UpdateVirtualGateway,Grants permission to update an existing virtual gateway in a specified service mesh,Write,virtualGateway*,,,appmesh:UpdateVirtualGateway
appmesh,UpdateVirtualNode,Grants permission to update an existing virtual node in a specified service mesh,Write,virtualNode*,,,appmesh:UpdateVirtualNode
appmesh,UpdateVirtualRouter,Grants permission to update an existing virtual router in a specified service mesh,Write,virtualRouter*,,,appmesh:UpdateVirtualRouter
appmesh,UpdateVirtualService,Grants permission to update an existing virtual service in a specified service mesh,Write,virtualService*,,,appmesh:UpdateVirtualService
appmesh-preview,CreateGatewayRoute,Grants permission to create a gateway route that is associated with a virtual gateway,Write,gatewayRoute*,,,appmesh-preview:CreateGatewayRoute
appmesh-preview,CreateMesh,Grants permission to create a service mesh,Write,mesh*,,,appmesh-preview:CreateMesh
appmesh-preview,CreateRoute,Grants permission to create a route that is associated with a virtual router,Write,route*,,,appmesh-preview:CreateRoute
appmesh-preview,CreateVirtualGateway,Grants permission to create a virtual gateway within a service mesh,Write,virtualGateway*,,,appmesh-preview:CreateVirtualGateway
appmesh-preview,CreateVirtualNode,Grants permission to create a virtual node within a service mesh,Write,virtualNode*,,,appmesh-preview:CreateVirtualNode
appmesh-preview,CreateVirtualRouter,Grants permission to create a virtual router within a service mesh,Write,virtualRouter*,,,appmesh-preview:CreateVirtualRouter
appmesh-preview,CreateVirtualService,Grants permission to create a virtual service within a service mesh,Write,virtualService*,,,appmesh-preview:CreateVirtualService
appmesh-preview,DeleteGatewayRoute,Grants permission to delete an existing gateway route,Write,gatewayRoute*,,,appmesh-preview:DeleteGatewayRoute
appmesh-preview,DeleteMesh,Grants permission to delete an existing service mesh,Write,mesh*,,,appmesh-preview:DeleteMesh
appmesh-preview,DeleteRoute,Grants permission to delete an existing route,Write,route*,,,appmesh-preview:DeleteRoute
appmesh-preview,DeleteVirtualGateway,Grants permission to delete an existing virtual gateway,Write,virtualGateway*,,,appmesh-preview:DeleteVirtualGateway
appmesh-preview,DeleteVirtualNode,Grants permission to delete an existing virtual node,Write,virtualNode*,,,appmesh-preview:DeleteVirtualNode
appmesh-preview,DeleteVirtualRouter,Grants permission to delete an existing virtual router,Write,virtualRouter*,,,appmesh-preview:DeleteVirtualRouter
appmesh-preview,DeleteVirtualService,Grants permission to delete an existing virtual service,Write,virtualService*,,,appmesh-preview:DeleteVirtualService
appmesh-preview,DescribeGatewayRoute,Grants permission to describe an existing gateway route,Read,gatewayRoute*,,,appmesh-preview:DescribeGatewayRoute
appmesh-preview,DescribeMesh,Grants permission to describe an existing service mesh,Read,mesh*,,,appmesh-preview:DescribeMesh
appmesh-preview,DescribeRoute,Grants permission to describe an existing route,Read,route*,,,appmesh-preview:DescribeRoute
appmesh-preview,DescribeVirtualGateway,Grants permission to describe an existing virtual gateway,Read,virtualGateway*,,,appmesh-preview:DescribeVirtualGateway
appmesh-preview,DescribeVirtualNode,Grants permission to describe an existing virtual node,Read,virtualNode*,,,appmesh-preview:DescribeVirtualNode
appmesh-preview,DescribeVirtualRouter,Grants permission to describe an existing virtual router,Read,virtualRouter*,,,appmesh-preview:DescribeVirtualRouter
appmesh-preview,DescribeVirtualService,Grants permission to describe an existing virtual service,Read,virtualService*,,,appmesh-preview:DescribeVirtualService
appmesh-preview,ListGatewayRoutes,Grants permission to list existing gateway routes in a service mesh,List,virtualGateway*,,,appmesh-preview:ListGatewayRoutes
appmesh-preview,ListMeshes,Grants permission to list existing service meshes,List,,,,appmesh-preview:ListMeshes
appmesh-preview,ListRoutes,Grants permission to list existing routes in a service mesh,List,virtualRouter*,,,appmesh-preview:ListRoutes
appmesh-preview,ListVirtualGateways,Grants permission to list existing virtual gateways in a service mesh,List,mesh*,,,appmesh-preview:ListVirtualGateways
appmesh-preview,ListVirtualNodes,Grants permission to list existing virtual nodes,List,mesh*,,,appmesh-preview:ListVirtualNodes
appmesh-preview,ListVirtualRouters,Grants permission to list existing virtual routers in a service mesh,List,mesh*,,,appmesh-preview:ListVirtualRouters
appmesh-preview,ListVirtualServices,Grants permission to list existing virtual services in a service mesh,List,mesh*,,,appmesh-preview:ListVirtualServices
appmesh-preview,StreamAggregatedResources,Grants permission to receive streamed resources for an App Mesh endpoint (VirtualNode/VirtualGateway),Read,virtualGateway,,,appmesh-preview:StreamAggregatedResources
appmesh-preview,UpdateGatewayRoute,Grants permission to update an existing gateway route for a specified service mesh and virtual gateway,Write,gatewayRoute*,,,appmesh-preview:UpdateGatewayRoute
appmesh-preview,UpdateMesh,Grants permission to update an existing service mesh,Write,mesh*,,,appmesh-preview:UpdateMesh
appmesh-preview,UpdateRoute,Grants permission to update an existing route for a specified service mesh and virtual router,Write,route*,,,appmesh-preview:UpdateRoute
appmesh-preview,UpdateVirtualGateway,Grants permission to update an existing virtual gateway in a specified service mesh,Write,virtualGateway*,,,appmesh-preview:UpdateVirtualGateway
appmesh-preview,UpdateVirtualNode,Grants permission to update an existing virtual node in a specified service mesh,Write,virtualNode*,,,appmesh-preview:UpdateVirtualNode
appmesh-preview,UpdateVirtualRouter,Grants permission to update an existing virtual router in a specified service mesh,Write,virtualRouter*,,,appmesh-preview:UpdateVirtualRouter
